id,lon,lat,id
25494960,-2.4676794,43.1866524,25494960
25494963,-2.4672645,43.1868492,25494963
25494966,-2.4669332,43.1864193,25494966
25494967,-2.4672142,43.1863004,25494967
25495060,-2.4618871,43.1872399,25495060
25495065,-2.4597823,43.187889,25495065
25495070,-2.4576316,43.1885356,25495070
25495071,-2.457387,43.1885272,25495071
25495073,-2.4574837,43.1879262,25495073
25495084,-2.4572628,43.1860174,25495084
25495090,-2.4609818,43.1878347,25495090
25495091,-2.4597811,43.1886106,25495091
25499225,-2.4690379,43.1839588,25499225
25506432,-1.9463828,43.3117233,25506432
25506433,-1.9472641,43.3110668,25506433
25506437,-1.948362,43.3102488,25506437
25506440,-1.9472801,43.3076772,25506440
25506454,-1.9533284,43.3021293,25506454
25506457,-1.9548573,43.3018478,25506457
25506459,-1.9563468,43.3015999,25506459
25506462,-1.9527769,43.302382,25506462
25506487,-1.9476815,43.2855372,25506487
25506496,-1.9486703,43.2841887,25506496
25506499,-1.949277,43.2833576,25506499
25506504,-1.947641,43.2813813,25506504
25506511,-1.9449211,43.2817196,25506511
25506516,-1.9461955,43.2826782,25506516
25506523,-1.9480162,43.2818129,25506523
25506527,-1.9478353,43.2829305,25506527
25506546,-1.9542473,43.2949492,25506546
25524483,-2.4507917,43.1904615,25524483
25545303,-2.4819179,43.186082,25545303
25545304,-2.481935,43.1861842,25545304
25545321,-2.4820649,43.1851619,25545321
25545410,-2.4827563,43.1851474,25545410
25580823,-2.4767965,43.185518,25580823
25580847,-2.4738541,43.1852777,25580847
25580855,-2.4753247,43.1853105,25580855
25580861,-2.4752638,43.1853751,25580861
25722377,-2.4617493,43.1816978,25722377
25722395,-2.4624607,43.1848944,25722395
25722404,-2.46268,43.1863312,25722404
25722407,-2.4629286,43.18655,25722407
25722701,-2.4659337,43.1903742,25722701
25722705,-2.4672927,43.1898557,25722705
25722716,-2.4670048,43.1912832,25722716
25722717,-2.4670827,43.1914425,25722717
25722761,-2.4624744,43.1876364,25722761
25722763,-2.4627006,43.1877876,25722763
25722765,-2.4628701,43.1879243,25722765
25760444,-2.4754562,43.1832217,25760444
25760448,-2.4769818,43.1836454,25760448
25760600,-2.4736578,43.1823274,25760600
25760601,-2.4736419,43.1822256,25760601
25874006,-2.4718056,43.181547,25874006
26280217,-2.4205498,43.3211511,26280217
26280218,-2.420256,43.320677,26280218
26280219,-2.4204877,43.3201712,26280219
26280223,-2.4231222,43.3204109,26280223
26280228,-2.4210187,43.3191905,26280228
26283659,-2.4232091,43.3193834,26283659
26284057,-2.4250158,43.3185283,26284057
26284062,-2.4374839,43.3188526,26284062
26284068,-2.4436883,43.3206917,26284068
26284115,-2.4959066,43.2818986,26284115
26284119,-2.4980325,43.2723105,26284119
26284133,-2.5261857,43.2544264,26284133
26284148,-2.5379983,43.2145482,26284148
26284152,-2.5450416,43.2110917,26284152
26363224,-2.4759193,43.296997,26363224
26363396,-2.4973054,43.3315693,26363396
26363425,-2.504917,43.3480019,26363425
26363438,-2.504297,43.3546976,26363438
26363451,-2.5054767,43.361848,26363451
26375439,-2.4991629,43.3604389,26375439
26375440,-2.4985241,43.3602819,26375440
26375536,-2.4735601,43.349654,26375536
26375575,-2.4667596,43.336977,26375575
26375645,-2.4397719,43.3317619,26375645
26375654,-2.42833,43.3308994,26375654
26375664,-2.4354555,43.3325416,26375664
26375690,-2.4678879,43.3376706,26375690
26375692,-2.423531,43.3244413,26375692
26377478,-2.3633841,43.2909522,26377478
26377479,-2.3635354,43.2911736,26377479
26377480,-2.3636914,43.2911705,26377480
26377492,-2.3608869,43.2915965,26377492
26377495,-2.3578519,43.293214,26377495
26377774,-2.3920205,43.3072123,26377774
26386169,-2.5133849,43.1750569,26386169
26386173,-2.5251804,43.1770778,26386173
26386175,-2.5283921,43.1763602,26386175
26386176,-2.5331908,43.1722515,26386176
26386179,-2.5366609,43.1713625,26386179
26386987,-2.4379073,43.1929732,26386987
26386994,-2.4377394,43.1932563,26386994
26387208,-2.4340775,43.1979631,26387208
26387209,-2.4343778,43.1985967,26387209
26388658,-2.4062569,43.2203957,26388658
26388659,-2.4063072,43.2207997,26388659
26388663,-2.4056917,43.2196366,26388663
26432528,-2.0650011,42.9057228,26432528
